,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
619,DAMAI GROVE,613,PUNGGOL DRIVE,DAMAI GROVE,613 PUNGGOL DRIVE DAMAI GROVE SINGAPORE 820613,820613,36282.8454928724,42975.5435390081,1.40492886469942,103.907746849175,103.907746849175,Damai
620,DAMAI GROVE,613C,PUNGGOL DRIVE,DAMAI GROVE,613C PUNGGOL DRIVE DAMAI GROVE SINGAPORE 823613,823613,36384.9034738541,42870.9817904141,1.40398321711595,103.908663894394,103.908663894394,Damai
621,DAMAI GROVE,613A,PUNGGOL DRIVE,DAMAI GROVE,613A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821613,821613,36295.5544138756,42919.3336836826,1.40442051976244,103.907861033253,103.907861033253,Damai
622,DAMAI GROVE,612B,PUNGGOL DRIVE,DAMAI GROVE,612B PUNGGOL DRIVE DAMAI GROVE SINGAPORE 822612,822612,36328.5075915009,42976.6196869016,1.40493858379942,103.908157161266,103.908157161266,Damai
623,DAMAI GROVE,,NIL,DAMAI GROVE,DAMAI GROVE,NIL,36354.0766826216,42932.3941067811,1.40453861649553,103.908386907968,103.908386907968,Damai
624,DAMAI GROVE,612A,PUNGGOL DRIVE,DAMAI GROVE,612A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821612,821612,36435.4099935442,42891.0084505007,1.40416431610712,103.909117742952,103.909117742952,Damai
625,DAMAI GROVE,613D,PUNGGOL DRIVE,DAMAI GROVE,613D PUNGGOL DRIVE DAMAI GROVE SINGAPORE 824613,824613,36412.21836174,42853.4160082079,1.40382435066928,103.908909336084,103.908909336084,Damai
626,DAMAI GROVE,612D,PUNGGOL DRIVE,DAMAI GROVE,612D PUNGGOL DRIVE DAMAI GROVE SINGAPORE 824612,824612,36269.1249855859,42953.1695059799,1.40472652611435,103.907623552659,103.907623552659,Damai
627,SEGAR GARDENS,472,SEGAR ROAD,SEGAR GARDENS,472 SEGAR ROAD SEGAR GARDENS SINGAPORE 670472,670472,21239.7443636907,41093.7451865934,1.38791096329786,103.772572478235,103.772572478235,Segar
628,SEGAR GARDENS,479,SEGAR ROAD,SEGAR GARDENS,479 SEGAR ROAD SEGAR GARDENS SINGAPORE 670479,670479,21255.1584857386,41286.258098606,1.38965198363957,103.772710941574,103.772710941574,Segar
629,SEGAR GARDENS,478A,SEGAR ROAD,SEGAR GARDENS,478A SEGAR ROAD SEGAR GARDENS SINGAPORE 671478,671478,21285.2794275908,41313.2498454973,1.3898960941557,103.772981595323,103.772981595323,Segar
630,SEGAR GARDENS,483,SEGAR ROAD,SEGAR GARDENS,483 SEGAR ROAD SEGAR GARDENS SINGAPORE 670483,670483,21190.0625254847,41191.7477117758,1.38879725090534,103.772126026054,103.772126026054,Segar
631,SEGAR GARDENS,466,SEGAR ROAD,SEGAR GARDENS,466 SEGAR ROAD SEGAR GARDENS SINGAPORE 670466,670466,21320.6063415706,40986.705670584,1.38694295549199,103.773299109481,103.773299109481,Segar
632,SEGAR GARDENS,482,SEGAR ROAD,SEGAR GARDENS,482 SEGAR ROAD SEGAR GARDENS SINGAPORE 670482,670482,21208.5223028585,41231.9684744347,1.38916099716883,103.772291892028,103.772291892028,Segar
633,SEGAR GARDENS,467,SEGAR ROAD,SEGAR GARDENS,467 SEGAR ROAD SEGAR GARDENS SINGAPORE 670467,670467,21375.0644070702,40991.0696479399,1.38698243415701,103.773788455756,103.773788455756,Segar
634,SEGAR GARDENS,473,SEGAR ROAD,SEGAR GARDENS,473 SEGAR ROAD SEGAR GARDENS SINGAPORE 670473,670473,21192.1194468541,41129.832523128,1.38823731294211,103.772144523474,103.772144523474,Segar
635,SEGAR GARDENS,475,SEGAR ROAD,SEGAR GARDENS,475 SEGAR ROAD SEGAR GARDENS SINGAPORE 670475,670475,21246.9545303592,41208.2207289673,1.3889462401475,103.772637240705,103.772637240705,Segar
636,SEGAR GARDENS,468,SEGAR ROAD,SEGAR GARDENS,468 SEGAR ROAD SEGAR GARDENS SINGAPORE 670468,670468,21339.3109263964,41046.3783951215,1.38748261821031,103.77346717088,103.77346717088,Segar
637,SAMUDERA LRT STATION (PW4),61,PUNGGOL WAY,SAMUDERA LRT STATION (PW4),61 PUNGGOL WAY SAMUDERA LRT STATION (PW4) SINGAPORE 828645,828645,35660.6597858425,44188.8484394047,1.41590172160383,103.902156317163,103.902156317163,Samudera
638,BUANGKOK BRIDGE,,NIL,BUANGKOK BRIDGE,BUANGKOK BRIDGE,NIL,35956.2891502278,40288.1676731035,1.38062531304618,103.904811737571,103.904811737571,Buangkok
639,BUANGKOK BRIDGE,,NIL,BUANGKOK BRIDGE,BUANGKOK BRIDGE,NIL,35961.8263449017,40249.1170101576,1.38027215159943,103.904861482792,103.904861482792,Buangkok
640,BUANGKOK COMMUNITY CENTRE (U/C),70,COMPASSVALE BOW,BUANGKOK COMMUNITY CENTRE (U/C),70 COMPASSVALE BOW BUANGKOK COMMUNITY CENTRE (U/C) SINGAPORE 544692,544692,34551.6969490144,40598.7841388229,1.38343476376061,103.892190509026,103.892190509026,Buangkok
641,BUANGKOK COURT,986,BUANGKOK CRESCENT,BUANGKOK COURT,986 BUANGKOK CRESCENT BUANGKOK COURT SINGAPORE 530986,530986,33236.3035272406,40445.4917536788,1.38204870820318,103.880370684406,103.880370684406,Buangkok
642,BUANGKOK COURT,986C,BUANGKOK CRESCENT,BUANGKOK COURT,986C BUANGKOK CRESCENT BUANGKOK COURT SINGAPORE 533986,533986,33245.412132117,40503.0020729247,1.38256880912776,103.880452542271,103.880452542271,Buangkok
643,BUANGKOK COURT,986B,BUANGKOK CRESCENT,BUANGKOK COURT,986B BUANGKOK CRESCENT BUANGKOK COURT SINGAPORE 532986,532986,33209.4325193362,40470.262980748,1.38227273503528,103.880129232731,103.880129232731,Buangkok
644,BUANGKOK COURT,986D,BUANGKOK CRESCENT,BUANGKOK COURT,986D BUANGKOK CRESCENT BUANGKOK COURT SINGAPORE 535986,535986,33247.6377974954,40549.1953443978,1.38298656399073,103.880472549781,103.880472549781,Buangkok
645,BUANGKOK COURT,986A,BUANGKOK CRESCENT,BUANGKOK COURT,986A BUANGKOK CRESCENT BUANGKOK COURT SINGAPORE 531986,531986,33173.207281868,40430.9208673891,1.3819169455989,103.87980371499,103.87980371499,Buangkok
646,BUANGKOK COURT,,NIL,BUANGKOK COURT,BUANGKOK COURT,NIL,33209.8514887672,40478.702723721,1.38234906094836,103.880132998979,103.880132998979,Buangkok
647,BUANGKOK EDGEVIEW,997,BUANGKOK CRESCENT,BUANGKOK EDGEVIEW,997 BUANGKOK CRESCENT BUANGKOK EDGEVIEW SINGAPORE 530997,530997,33279.9835572233,40820.7989518847,1.38544284304831,103.880763249489,103.880763249489,Buangkok
648,UBI 55,55,UBI AVENUE 1,UBI 55,55 UBI AVENUE 1 UBI 55 SINGAPORE 408935,408935,34923.5077410825,34124.3833011854,1.32488253615193,103.895530015199,103.895530015199,Ubi
649,UBI BIZ-HUB,150,UBI AVENUE 4,UBI BIZ-HUB,150 UBI AVENUE 4 UBI BIZ-HUB SINGAPORE 408825,408825,34998.484624085,35175.4464211557,1.33438795592647,103.896203962971,103.896203962971,Ubi
650,UBI CAR MALL,18,UBI ROAD 4,UBI CAR MALL,18 UBI ROAD 4 UBI CAR MALL SINGAPORE 408616,408616,35374.4833851838,34935.7887333315,1.33222048896465,103.899582467306,103.899582467306,Ubi
651,UBI CENTRE,57,UBI AVENUE 1,UBI CENTRE,57 UBI AVENUE 1 UBI CENTRE SINGAPORE 408936,408936,34881.7084728042,34120.7944868915,1.32485008966344,103.895154425663,103.895154425663,Ubi
652,UBI CHILD CARE & DEVELOPMENT CENTRE,315,UBI AVENUE 1,UBI CHILD CARE & DEVELOPMENT CENTRE,315 UBI AVENUE 1 UBI CHILD CARE & DEVELOPMENT CENTRE SINGAPORE 400315,400315,35779.399905514,34619.0976951569,1.32935634839085,103.903220788002,103.903220788002,Ubi
653,UBI GROVE,357C,UBI ROAD 3,UBI GROVE,357C UBI ROAD 3 UBI GROVE SINGAPORE 403357,403357,35343.9976535914,34557.4753189832,1.32879916612048,103.899308445064,103.899308445064,Ubi
654,UBI GROVE,357D,UBI ROAD 3,UBI GROVE,357D UBI ROAD 3 UBI GROVE SINGAPORE 404357,404357,35327.1431084666,34606.3077770285,1.32924079335247,103.899157009447,103.899157009447,Ubi
655,UBI GROVE,356A,UBI ROAD 3,UBI GROVE,356A UBI ROAD 3 UBI GROVE SINGAPORE 401356,401356,35379.9912804486,34340.442494968,1.3268363906978,103.8996318152,103.8996318152,Ubi
656,UBI GROVE,358B,UBI ROAD 3,UBI GROVE,358B UBI ROAD 3 UBI GROVE SINGAPORE 402358,402358,35444.8327777628,34516.1982944962,1.32842584706343,103.900214493772,103.900214493772,Ubi
657,UBI GROVE,358,UBI ROAD 3,UBI GROVE,358 UBI ROAD 3 UBI GROVE SINGAPORE 400358,400358,35305.2834192859,34632.5928875729,1.32947851168819,103.898960594421,103.898960594421,Ubi
658,NAPIER MRT STATION (TE12),2,NAPIER ROAD,NAPIER MRT STATION (TE12),2 NAPIER ROAD NAPIER MRT STATION (TE12) SINGAPORE 258511,258511,26401.666707457,32122.8625724912,1.30678223364785,103.818956796815,103.818956796815,Napier
659,NAPIER MRT STATION EXIT 1,,NIL,NAPIER MRT STATION EXIT 1,NAPIER MRT STATION EXIT 1,NIL,26458.3257396612,32140.4365875889,1.3069411697217,103.819465904198,103.819465904198,Napier
660,NAPIER MRT STATION EXIT 2,,NIL,NAPIER MRT STATION EXIT 2,NAPIER MRT STATION EXIT 2,NIL,26459.8074180009,32076.0897902008,1.30635924005631,103.819479220969,103.819479220969,Napier
661,UPPER BOON KENG ROAD,,UPPER BOON KENG ROAD,NIL,UPPER BOON KENG ROAD,NIL,32283.157174264,32950.3076632846,1.31426821795111,103.871811927933,103.871811927933,Boon Keng
662,BOON KENG ROAD,,BOON KENG ROAD,NIL,BOON KENG ROAD,NIL,31463.7870036056,33084.1989788506,1.31547606723072,103.864442453627,103.864442453627,Boon Keng
663,BOON KENG FIRE POST,4,BOON KENG ROAD,BOON KENG FIRE POST,4 BOON KENG ROAD BOON KENG FIRE POST SINGAPORE 330004,330004,30948.3223933959,33141.8013733029,1.31599705667165,103.859810749789,103.859810749789,Boon Keng
664,STAR LEARNERS @ BOON KENG PTE. LTD.,5,BOON KENG ROAD,STAR LEARNERS @ BOON KENG PTE. LTD.,5 BOON KENG ROAD STAR LEARNERS @ BOON KENG PTE. LTD. SINGAPORE 330005,330005,31013.6176985903,33175.296408372,1.31629996756972,103.860397464414,103.860397464414,Boon Keng
665,DBS NTUC UPPER BOON KENG ROAD,5,UPPER BOON KENG ROAD,DBS NTUC UPPER BOON KENG ROAD,5 UPPER BOON KENG ROAD DBS NTUC UPPER BOON KENG ROAD SINGAPORE 380005,380005,32363.3170347176,32768.3859543465,1.31261985181285,103.87252513932,103.87252513932,Boon Keng
666,OCBC UPPER BOON KENG ROAD - FAIRPRICE,5,UPPER BOON KENG ROAD,OCBC UPPER BOON KENG ROAD - FAIRPRICE,5 UPPER BOON KENG ROAD OCBC UPPER BOON KENG ROAD - FAIRPRICE SINGAPORE 380005,380005,32365.1710092565,32772.2167914379,1.31265449628072,103.872541798735,103.872541798735,Boon Keng
667,CITY VIEW @ BOON KENG,7,BOON KENG ROAD,CITY VIEW @ BOON KENG,7 BOON KENG ROAD CITY VIEW @ BOON KENG SINGAPORE 330007,330007,31167.6934191529,33229.3977354169,1.31678922529744,103.861781918434,103.861781918434,Boon Keng
668,CITY VIEW @ BOON KENG,8,BOON KENG ROAD,CITY VIEW @ BOON KENG,8 BOON KENG ROAD CITY VIEW @ BOON KENG SINGAPORE 330008,330008,31136.5014144294,33189.1117452513,1.31642489627751,103.861501638313,103.861501638313,Boon Keng
669,CITY VIEW @ BOON KENG,9,BOON KENG ROAD,CITY VIEW @ BOON KENG,9 BOON KENG ROAD CITY VIEW @ BOON KENG SINGAPORE 330009,330009,31105.0134190917,33147.7879264615,1.31605118149851,103.861218698544,103.861218698544,Boon Keng
670,BOON KENG VILLE,11,UPPER BOON KENG ROAD,BOON KENG VILLE,11 UPPER BOON KENG ROAD BOON KENG VILLE SINGAPORE 380011,380011,32184.0133432103,32947.4612739161,1.31423937033551,103.870914031459,103.870914031459,Boon Keng
671,COVE LRT STATION (PE1),50,PUNGGOL FIELD,COVE LRT STATION (PE1),50 PUNGGOL FIELD COVE LRT STATION (PE1) SINGAPORE 828858,828858,36084.2289814064,42351.133770803,1.39928198837342,103.905961941214,103.905961941214,Cove
672,COVENANT COMMUNITY BAPTIST CHURCH,1,CAMBRIDGE ROAD,COVENANT COMMUNITY BAPTIST CHURCH,1 CAMBRIDGE ROAD COVENANT COMMUNITY BAPTIST CHURCH SINGAPORE 219677,219677,29466.9679521611,32843.2876516767,1.31329751047408,103.846500015726,103.846500015726,Cove
673,COVENANT COMMUNITY METHODIST CHURCH,11,BLACKMORE DRIVE,COVENANT COMMUNITY METHODIST CHURCH,11 BLACKMORE DRIVE COVENANT COMMUNITY METHODIST CHURCH SINGAPORE 599986,599986,22395.9094854975,35014.1997914985,1.33292998864414,103.782962649043,103.782962649043,Cove
674,COVENANT EVANGELICAL FREE CHURCH,10,JELAPANG ROAD,COVENANT EVANGELICAL FREE CHURCH,10 JELAPANG ROAD COVENANT EVANGELICAL FREE CHURCH SINGAPORE 677740,677740,20610.946191865,40899.2044407427,1.38615145485465,103.766922294143,103.766922294143,Cove
675,COVENANT EVANGELICAL FREE CHURCH,90,WOODLANDS DRIVE 16,COVENANT EVANGELICAL FREE CHURCH,90 WOODLANDS DRIVE 16 COVENANT EVANGELICAL FREE CHURCH SINGAPORE 737878,737878,23656.9840442277,45766.7463982049,1.43017235457067,103.794292529493,103.794292529493,Cove
676,COVENANT EVANGELICAL REFORMED CHURCH (CERC),11,JALAN MESIN,COVENANT EVANGELICAL REFORMED CHURCH (CERC),11 JALAN MESIN COVENANT EVANGELICAL REFORMED CHURCH (CERC) SINGAPORE 368813,368813,33594.8898437386,35078.8107981179,1.33351430977054,103.883591847658,103.883591847658,Cove
677,COVENANT FAMILY SERVICE CENTRE,613,HOUGANG AVENUE 8,COVENANT FAMILY SERVICE CENTRE,613 HOUGANG AVENUE 8 COVENANT FAMILY SERVICE CENTRE SINGAPORE 530613,530613,33728.0069529964,39056.6202891879,1.36948816422428,103.884788737402,103.884788737402,Cove
678,COVENANT HOUSE,110,RACE COURSE ROAD,COVENANT HOUSE,110 RACE COURSE ROAD COVENANT HOUSE SINGAPORE 218578,218578,30069.2789443834,32402.9243864194,1.30931498608347,103.851912049998,103.851912049998,Cove
679,COVENANT PRESBYTERIAN CHURCH,110,RACE COURSE ROAD,COVENANT PRESBYTERIAN CHURCH,110 RACE COURSE ROAD COVENANT PRESBYTERIAN CHURCH SINGAPORE 218578,218578,30069.7537279762,32402.0607803073,1.30930717590293,103.8519163161,103.8519163161,Cove
680,SOO TECK LRT STATION (PW7),21,PUNGGOL WAY,SOO TECK LRT STATION (PW7),21 PUNGGOL WAY SOO TECK LRT STATION (PW7) SINGAPORE 828864,828864,35119.198004419,43019.1258336715,1.40532331860455,103.897290522033,103.897290522033,Soo Teck
681,OCBC CHINESE GARDEN MRT STATION,151,BOON LAY WAY,OCBC CHINESE GARDEN MRT STATION,151 BOON LAY WAY OCBC CHINESE GARDEN MRT STATION SINGAPORE 609959,609959,16809.6501079546,36044.3730992917,1.34224494823931,103.732766601621,103.732766601621,Chinese Garden
682,CHINESE GARDEN MRT STATION (EW25),151,BOON LAY WAY,CHINESE GARDEN MRT STATION (EW25),151 BOON LAY WAY CHINESE GARDEN MRT STATION (EW25) SINGAPORE 609959,609959,16790.7466322081,36056.3018932827,1.34235282081401,103.732596738363,103.732596738363,Chinese Garden
683,DBS CHINESE GARDEN MRT STATION,151,BOON LAY WAY,DBS CHINESE GARDEN MRT STATION,151 BOON LAY WAY DBS CHINESE GARDEN MRT STATION SINGAPORE 609959,609959,16809.6501079546,36044.3730992917,1.34224494823931,103.732766601621,103.732766601621,Chinese Garden
684,UOB CHINESE GARDEN MRT STATION,151,BOON LAY WAY,UOB CHINESE GARDEN MRT STATION,151 BOON LAY WAY UOB CHINESE GARDEN MRT STATION SINGAPORE 609959,609959,16809.6501079546,36044.3730992917,1.34224494823931,103.732766601621,103.732766601621,Chinese Garden
685,CHINESE GARDEN MRT STATION EXIT A,,NIL,CHINESE GARDEN MRT STATION EXIT A,CHINESE GARDEN MRT STATION EXIT A,NIL,16749.3360653771,36066.0366216693,1.34244084264959,103.732224636444,103.732224636444,Chinese Garden
686,CHINESE GARDEN MRT STATION EXIT B,,NIL,CHINESE GARDEN MRT STATION EXIT B,CHINESE GARDEN MRT STATION EXIT B,NIL,16770.4981380692,36043.1947364174,1.34223427697715,103.732414798591,103.732414798591,Chinese Garden
687,GARDENS BY THE BAY (CHINESE GARDEN),,NIL,GARDENS BY THE BAY (CHINESE GARDEN),GARDENS BY THE BAY (CHINESE GARDEN),NIL,31361.2234564917,29501.2383924369,1.28307304852982,103.863520483863,103.863520483863,Chinese Garden
688,CHINESE GARDEN MRT STATION EXIT C,,NIL,CHINESE GARDEN MRT STATION EXIT C,CHINESE GARDEN MRT STATION EXIT C,NIL,16798.7646513628,36028.5093766134,1.34210147853728,103.73266879526,103.73266879526,Chinese Garden
689,JLG: CHINESE & JAPANESE GARDEN,,NIL,JLG: CHINESE & JAPANESE GARDEN,JLG: CHINESE & JAPANESE GARDEN,NIL,16397.156330849,35675.032749787,1.33890461457493,103.729060244019,103.729060244019,Chinese Garden
690,PAYA LEBAR CRESCENT,,PAYA LEBAR CRESCENT,NIL,PAYA LEBAR CRESCENT,NIL,33483.5778419036,36736.0976927032,1.34849992442668,103.882592529879,103.882592529879,Paya Lebar
691,KALLANG PAYA LEBAR EXPRESSWAY,,KALLANG PAYA LEBAR EXPRESSWAY,NIL,KALLANG PAYA LEBAR EXPRESSWAY,NIL,35066.7995982261,35646.9619785814,1.33865544205493,103.896820289963,103.896820289963,Paya Lebar
692,PAYA LEBAR WAY,,PAYA LEBAR WAY,NIL,PAYA LEBAR WAY,NIL,33715.9024987621,33937.7822258137,1.32319523288525,103.884679001933,103.884679001933,Paya Lebar
693,PAYA LEBAR WALK,,PAYA LEBAR WALK,NIL,PAYA LEBAR WALK,NIL,33311.5104100935,36755.1156605046,1.34867427426201,103.881045885209,103.881045885209,Paya Lebar
694,PAYA LEBAR LINK,,PAYA LEBAR LINK,NIL,PAYA LEBAR LINK,NIL,34915.1570009966,33382.3648546711,1.31817184686962,103.895453997627,103.895453997627,Paya Lebar
695,LORONG PAYA LEBAR,,LORONG PAYA LEBAR,NIL,LORONG PAYA LEBAR,NIL,33748.2649748232,35750.6961481642,1.33959021568442,103.884970461809,103.884970461809,Paya Lebar
696,PAYA LEBAR STREET,,PAYA LEBAR STREET,NIL,PAYA LEBAR STREET,NIL,33805.577261335,35682.8927034825,1.33897739033023,103.885485179223,103.885485179223,Paya Lebar
697,PAYA LEBAR ROAD,,PAYA LEBAR ROAD,NIL,PAYA LEBAR ROAD,NIL,34386.2824956632,34063.2372429068,1.3243296446424,103.890702751398,103.890702751398,Paya Lebar
698,PAYA LEBAR PLACE,,PAYA LEBAR PLACE,NIL,PAYA LEBAR PLACE,NIL,33357.2006562253,36843.8089880123,1.34947654603419,103.881456355029,103.881456355029,Paya Lebar
699,UPPER PAYA LEBAR ROAD,,UPPER PAYA LEBAR ROAD,NIL,UPPER PAYA LEBAR ROAD,NIL,33510.7380922436,36143.3616098539,1.34314097114111,103.882836214843,103.882836214843,Paya Lebar
700,PASIR PANJANG MAY STREET 1,,PASIR PANJANG MAY STREET 1,NIL,PASIR PANJANG MAY STREET 1,NIL,19320.137334506,29352.7058747429,1.28172875609119,103.755326686865,103.755326686865,Pasir Panjang
701,PASIR PANJANG TERMINAL AVENUE 1,,PASIR PANJANG TERMINAL AVENUE 1,NIL,PASIR PANJANG TERMINAL AVENUE 1,NIL,20919.8438278196,30125.9647573964,1.2887199813096,103.769704244902,103.769704244902,Pasir Panjang
702,PASIR PANJANG DRIVE 1,,PASIR PANJANG DRIVE 1,NIL,PASIR PANJANG DRIVE 1,NIL,20659.3347826927,29950.5518182499,1.2871358187184,103.767359704019,103.767359704019,Pasir Panjang
703,PASIR PANJANG TERMINAL AVENUE 2,,PASIR PANJANG TERMINAL AVENUE 2,NIL,PASIR PANJANG TERMINAL AVENUE 2,NIL,21184.7738481474,29039.8163680408,1.27889942010595,103.77208114282,103.77208114282,Pasir Panjang
704,PASIR PANJANG MAY STREET 2,,PASIR PANJANG MAY STREET 2,NIL,PASIR PANJANG MAY STREET 2,NIL,19391.6989901015,29471.9753209138,1.28280740576667,103.75596966297,103.75596966297,Pasir Panjang
705,PASIR PANJANG DRIVE 2,,PASIR PANJANG DRIVE 2,NIL,PASIR PANJANG DRIVE 2,NIL,21071.8527404977,29244.7291696721,1.28075200485809,103.771066129524,103.771066129524,Pasir Panjang
706,PASIR PANJANG TERMINAL AVENUE 3,,PASIR PANJANG TERMINAL AVENUE 3,NIL,PASIR PANJANG TERMINAL AVENUE 3,NIL,20176.0147886975,28904.7298937663,1.27767764035306,103.763017171649,103.763017171649,Pasir Panjang
707,PASIR PANJANG DRIVE 3,,PASIR PANJANG DRIVE 3,NIL,PASIR PANJANG DRIVE 3,NIL,20153.867250992,29320.9341775952,1.2814416369821,103.762818064749,103.762818064749,Pasir Panjang
708,PASIR PANJANG DRIVE 4,,PASIR PANJANG DRIVE 4,NIL,PASIR PANJANG DRIVE 4,NIL,19035.4485185418,29539.6695658014,1.28341474404961,103.752765975396,103.752765975396,Pasir Panjang
709,PASIR PANJANG DRIVE 5,,PASIR PANJANG DRIVE 5,NIL,PASIR PANJANG DRIVE 5,NIL,19935.806145157,28564.0069495137,1.27459620423633,103.760858889068,103.760858889068,Pasir Panjang
710,SEMBAWANG AIR BASE,301,SEMBAWANG ROAD,SEMBAWANG AIR BASE,301 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 758533,758533,26639.7206764314,44599.5657582786,1.41961709618173,103.821095254872,103.821095254872,Sembawang
711,SEMBAWANG AIR BASE,309,SEMBAWANG ROAD,SEMBAWANG AIR BASE,309 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 758541,758541,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
712,SEMBAWANG AIR BASE,313,SEMBAWANG ROAD,SEMBAWANG AIR BASE,313 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757754,757754,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
713,SEMBAWANG AIR BASE,305,SEMBAWANG ROAD,SEMBAWANG AIR BASE,305 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 758537,758537,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
714,SEMBAWANG AIR BASE,311,SEMBAWANG ROAD,SEMBAWANG AIR BASE,311 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757752,757752,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
715,SEMBAWANG AIR BASE,319,SEMBAWANG ROAD,SEMBAWANG AIR BASE,319 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757757,757757,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
716,SEMBAWANG AIR BASE,303,SEMBAWANG ROAD,SEMBAWANG AIR BASE,303 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 758535,758535,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
717,SEMBAWANG AIR BASE,317,SEMBAWANG ROAD,SEMBAWANG AIR BASE,317 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757756,757756,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
718,SEMBAWANG AIR BASE,315,SEMBAWANG ROAD,SEMBAWANG AIR BASE,315 SEMBAWANG ROAD SEMBAWANG AIR BASE SINGAPORE 757755,757755,26639.7207066994,44599.5657885466,1.41961709645547,103.821095255144,103.821095255144,Sembawang
719,SEMBAWANG ANIMAL QUARANTINE STATION,10,LORONG CHENCHARU,SEMBAWANG ANIMAL QUARANTINE STATION,10 LORONG CHENCHARU SEMBAWANG ANIMAL QUARANTINE STATION SINGAPORE 769197,769197,27056.4355357438,44267.765093971,1.41661642762872,103.824839820661,103.824839820661,Sembawang
720,LORONG CHUAN,,LORONG CHUAN,NIL,LORONG CHUAN,NIL,31217.3516388113,37042.259290819,1.35126030066693,103.86221896883,103.86221896883,Lorong Chuan
721,LORONG CHUAN MRT STATION,150,SERANGOON AVENUE 3,LORONG CHUAN MRT STATION,150 SERANGOON AVENUE 3 LORONG CHUAN MRT STATION SINGAPORE 554533,554533,31504.881845098,37071.0015116353,1.35153128621585,103.864812169514,103.864812169514,Lorong Chuan
722,OCBC LORONG CHUAN MRT STATION,150,SERANGOON AVENUE 3,OCBC LORONG CHUAN MRT STATION,150 SERANGOON AVENUE 3 OCBC LORONG CHUAN MRT STATION SINGAPORE 554533,554533,31408.4577044621,37082.9414139763,1.35163927757418,103.863945738773,103.863945738773,Lorong Chuan
723,LORONG CHUAN MRT STATION (CC14),150,SERANGOON AVENUE 3,LORONG CHUAN MRT STATION (CC14),150 SERANGOON AVENUE 3 LORONG CHUAN MRT STATION (CC14) SINGAPORE 554533,554533,31431.4054671209,37079.9443690311,1.35161217074555,103.864151938651,103.864151938651,Lorong Chuan
724,UOB LORONG CHUAN MRT CIRCLE LINE STATION,150,SERANGOON AVENUE 3,UOB LORONG CHUAN MRT CIRCLE LINE STATION,150 SERANGOON AVENUE 3 UOB LORONG CHUAN MRT CIRCLE LINE STATION SINGAPORE 554533,554533,31408.4577044621,37082.9414139763,1.35163927757418,103.863945738773,103.863945738773,Lorong Chuan
725,CALTEX LORONG CHUAN,277,LORONG CHUAN,CALTEX LORONG CHUAN,277 LORONG CHUAN CALTEX LORONG CHUAN SINGAPORE 556771,556771,31849.3407012681,37767.6509382706,1.35783149212489,103.867907440168,103.867907440168,Lorong Chuan
726,DBS EXXONMOBIL LORONG CHUAN,384,LORONG CHUAN,DBS EXXONMOBIL LORONG CHUAN,384 LORONG CHUAN DBS EXXONMOBIL LORONG CHUAN SINGAPORE 556810,556810,31877.2476006476,38281.0181890838,1.36247419809333,103.86815826856,103.86815826856,Lorong Chuan
727,ESSO LORONG CHUAN,384,LORONG CHUAN,ESSO LORONG CHUAN,384 LORONG CHUAN ESSO LORONG CHUAN SINGAPORE 556810,556810,31877.1366987554,38281.679362921,1.36248017752714,103.868157272118,103.868157272118,Lorong Chuan
728,OCBC LORONG CHUAN - ESSO STATION,384,LORONG CHUAN,OCBC LORONG CHUAN - ESSO STATION,384 LORONG CHUAN OCBC LORONG CHUAN - ESSO STATION SINGAPORE 556810,556810,31877.2476006476,38281.0181890838,1.36247419809333,103.86815826856,103.86815826856,Lorong Chuan
729,LORONG CHUAN MRT STATION EXIT A,,NIL,LORONG CHUAN MRT STATION EXIT A,LORONG CHUAN MRT STATION EXIT A,NIL,31517.8352103382,37060.5860865619,1.35143709131033,103.864928562503,103.864928562503,Lorong Chuan
730,SOUTH WOODLANDS DRIVE,,SOUTH WOODLANDS DRIVE,NIL,SOUTH WOODLANDS DRIVE,NIL,22929.3374430776,46341.9205643665,1.43537403414478,103.787753880601,103.787753880601,Woodlands South 
