,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
1278,THE HIVE@BUGIS,5,JALAN PINANG,THE HIVE@BUGIS,5 JALAN PINANG THE HIVE@BUGIS SINGAPORE 199137,199137,30790.7950027743,31663.6670217831,1.30262934685577,103.858395153708,103.858395153708,Bugis
1279,REST BUGIS HOTEL,8,JALAN KUBOR,REST BUGIS HOTEL,8 JALAN KUBOR REST BUGIS HOTEL SINGAPORE 199207,199207,30905.8602260072,31821.1272174809,1.30405335069647,103.859429082158,103.859429082158,Bugis
1280,LION PEAK HOTEL BUGIS,103,BEACH ROAD,LION PEAK HOTEL BUGIS,103 BEACH ROAD LION PEAK HOTEL BUGIS SINGAPORE 189704,189704,30645.9404234514,31139.7624264583,1.29789135120372,103.857093524581,103.857093524581,Bugis
1281,MERCURE SINGAPORE BUGIS,122,MIDDLE ROAD,MERCURE SINGAPORE BUGIS,122 MIDDLE ROAD MERCURE SINGAPORE BUGIS SINGAPORE 188973,188973,30203.554954201,31329.742876811,1.29960950187876,103.853118508952,103.853118508952,Bugis
1282,BUGIS VILLAGE,151,ROCHOR ROAD,BUGIS VILLAGE,151 ROCHOR ROAD BUGIS VILLAGE SINGAPORE 188426,188426,30442.1806853879,31472.7208108753,1.30090252607461,103.855262679246,103.855262679246,Bugis
1283,BUGIS VILLAGE,151A,ROCHOR ROAD,BUGIS VILLAGE,151A ROCHOR ROAD BUGIS VILLAGE SINGAPORE 188426,188426,30442.1806853879,31472.7208108753,1.30090252607461,103.855262679246,103.855262679246,Bugis
1284,LOYANG AGROTECHNOLOGY PARK,1,PASIR RIS COAST INDUSTRIAL PARK 1,LOYANG AGROTECHNOLOGY PARK,1 PASIR RIS COAST INDUSTRIAL PARK 1 LOYANG AGROTECHNOLOGY PARK SINGAPORE 518235,518235,38759.8886556393,41241.3003359586,1.38924419458862,103.930004486741,103.930004486741,Loyang
1285,LOYANG AGROTECHNOLOGY PARK,2,PASIR RIS FARMWAY 1,LOYANG AGROTECHNOLOGY PARK,2 PASIR RIS FARMWAY 1 LOYANG AGROTECHNOLOGY PARK SINGAPORE 519353,519353,39433.6922016488,40963.9061302394,1.38673528782804,103.936059017301,103.936059017301,Loyang
1286,LOYANG AGROTECHNOLOGY PARK,28,PASIR RIS COAST INDUSTRIAL PARK 3,LOYANG AGROTECHNOLOGY PARK,28 PASIR RIS COAST INDUSTRIAL PARK 3 LOYANG AGROTECHNOLOGY PARK SINGAPORE 518228,518228,38912.0870953156,41494.3753972128,1.39153285458978,103.931372200327,103.931372200327,Loyang
1287,LOYANG AGROTECHNOLOGY PARK,6,PASIR RIS FARMWAY 1,LOYANG AGROTECHNOLOGY PARK,6 PASIR RIS FARMWAY 1 LOYANG AGROTECHNOLOGY PARK SINGAPORE 519351,519351,39061.5872047795,41147.7256233096,1.3883978265475,103.932715443118,103.932715443118,Loyang
1288,LOYANG AGROTECHNOLOGY PARK,,NIL,LOYANG AGROTECHNOLOGY PARK,LOYANG AGROTECHNOLOGY PARK,NIL,38994.90384012,41168.6121362783,1.38858674166805,103.932116250265,103.932116250265,Loyang
1289,LOYANG AGROTECHNOLOGY PARK,30,PASIR RIS COAST INDUSTRIAL PARK 3,LOYANG AGROTECHNOLOGY PARK,30 PASIR RIS COAST INDUSTRIAL PARK 3 LOYANG AGROTECHNOLOGY PARK SINGAPORE 518455,518455,38888.8691303656,41420.9868569244,1.39086916465006,103.931163541653,103.931163541653,Loyang
1290,LOYANG AGROTECHNOLOGY PARK,70,PASIR RIS FARMWAY 3,LOYANG AGROTECHNOLOGY PARK,70 PASIR RIS FARMWAY 3 LOYANG AGROTECHNOLOGY PARK SINGAPORE 518234,518234,38671.5537547227,41338.0517945718,1.39011921139224,103.929210765479,103.929210765479,Loyang
1291,LOYANG AGROTECHNOLOGY PARK,1,PASIR RIS FARMWAY 1,LOYANG AGROTECHNOLOGY PARK,1 PASIR RIS FARMWAY 1 LOYANG AGROTECHNOLOGY PARK SINGAPORE 519352,519352,39475.4547851309,40775.1424831022,1.38502816341186,103.936434211715,103.936434211715,Loyang
1292,LOYANG AGROTECHNOLOGY PARK,4,PASIR RIS COAST INDUSTRIAL PARK 1,LOYANG AGROTECHNOLOGY PARK,4 PASIR RIS COAST INDUSTRIAL PARK 1 LOYANG AGROTECHNOLOGY PARK SINGAPORE 518237,518237,38813.2781402422,41318.3530880883,1.38994101123664,103.930484260494,103.930484260494,Loyang
1293,LOYANG AGROTECHNOLOGY PARK,63,PASIR RIS FARMWAY 3,LOYANG AGROTECHNOLOGY PARK,63 PASIR RIS FARMWAY 3 LOYANG AGROTECHNOLOGY PARK SINGAPORE 518233,518233,38755.0179922348,41084.4283985253,1.38782550486611,103.929960662505,103.929960662505,Loyang
1294,OCBC HAW PAR VILLA MRT STATION,270,PASIR PANJANG ROAD,OCBC HAW PAR VILLA MRT STATION,270 PASIR PANJANG ROAD OCBC HAW PAR VILLA MRT STATION SINGAPORE 117396,117396,22265.1118723685,29445.4051313661,1.28256776898814,103.781788386048,103.781788386048,Haw Par Villa
1295,HAW PAR VILLA MRT STATION,270,PASIR PANJANG ROAD,HAW PAR VILLA MRT STATION,270 PASIR PANJANG ROAD HAW PAR VILLA MRT STATION SINGAPORE 117396,117396,22287.4361145627,29377.8564655874,1.28195688684898,103.781988990137,103.781988990137,Haw Par Villa
1296,HAW PAR VILLA MRT STATION (CC25),270,PASIR PANJANG ROAD,HAW PAR VILLA MRT STATION (CC25),270 PASIR PANJANG ROAD HAW PAR VILLA MRT STATION (CC25) SINGAPORE 117396,117396,22261.1431040755,29445.802035436,1.28257135772488,103.781752725064,103.781752725064,Haw Par Villa
1297,UOB HAW PAR VILLA MRT CIRCLE LINE STATION,270,PASIR PANJANG ROAD,UOB HAW PAR VILLA MRT CIRCLE LINE STATION,270 PASIR PANJANG ROAD UOB HAW PAR VILLA MRT CIRCLE LINE STATION SINGAPORE 117396,117396,22265.9056199733,29449.7707734611,1.28260725045254,103.781795517386,103.781795517386,Haw Par Villa
1298,HAW PAR VILLA,262,PASIR PANJANG ROAD,HAW PAR VILLA,262 PASIR PANJANG ROAD HAW PAR VILLA SINGAPORE 118628,118628,22333.5914602531,29573.2756185923,1.28372419675801,103.782403678661,103.782403678661,Haw Par Villa
1299,HAW PAR VILLA MRT STATION EXIT A,,NIL,HAW PAR VILLA MRT STATION EXIT A,HAW PAR VILLA MRT STATION EXIT A,NIL,22288.6881194413,29500.5216465835,1.28306622750313,103.782000217778,103.782000217778,Haw Par Villa
1300,SERANGOON BUILDING,291,SERANGOON ROAD,SERANGOON BUILDING,291 SERANGOON ROAD SERANGOON BUILDING SINGAPORE 218107,218107,30371.0315521425,32611.9738481194,1.31120553385429,103.854623458775,103.854623458775,Serangoon
1301,SERANGOON BUS INTERCHANGE,20,SERANGOON AVENUE 2,SERANGOON BUS INTERCHANGE,20 SERANGOON AVENUE 2 SERANGOON BUS INTERCHANGE SINGAPORE 556138,556138,32337.7653476875,36986.7628374919,1.35076935257845,103.872296143862,103.872296143862,Serangoon
1302,SERANGOON BUS INTERCHANGE,23,SERANGOON CENTRAL,SERANGOON BUS INTERCHANGE,23 SERANGOON CENTRAL SERANGOON BUS INTERCHANGE SINGAPORE 556083,556083,32337.7652871516,36986.7628072239,1.3507693523047,103.872296143318,103.872296143318,Serangoon
1303,SERANGOON CENTRAL POST OFFICE,261,SERANGOON CENTRAL DRIVE,SERANGOON CENTRAL POST OFFICE,261 SERANGOON CENTRAL DRIVE SERANGOON CENTRAL POST OFFICE SINGAPORE 550261,550261,32345.6078125359,37330.7586843148,1.35388032675518,103.872366663054,103.872366663054,Serangoon
1304,SERANGOON COMMUNITY PARK,,NIL,SERANGOON COMMUNITY PARK,SERANGOON COMMUNITY PARK,NIL,32304.4452918321,37618.8306779899,1.35648555267193,103.871996832671,103.871996832671,Serangoon
1305,SERANGOON EAST DAM,101,PASIR RIS COAST INDUSTRIAL PARK 6,SERANGOON EAST DAM,101 PASIR RIS COAST INDUSTRIAL PARK 6 SERANGOON EAST DAM SINGAPORE 518200,518200,38716.8617784772,42507.9517706893,1.40069933497465,103.929618323031,103.929618323031,Serangoon
1306,SERANGOON GARDEN ESTATE,28,HEMSLEY AVENUE,SERANGOON GARDEN ESTATE,28 HEMSLEY AVENUE SERANGOON GARDEN ESTATE SINGAPORE 557694,557694,31597.0974042071,39012.0523176361,1.36908544413745,103.865641018301,103.865641018301,Serangoon
1307,SERANGOON GARDEN ESTATE,28,CARDIFF GROVE,SERANGOON GARDEN ESTATE,28 CARDIFF GROVE SERANGOON GARDEN ESTATE SINGAPORE 558894,558894,31664.3801960154,37883.4107209258,1.35887840552812,103.866245462571,103.866245462571,Serangoon
1308,SERANGOON GARDEN ESTATE,27,CARDIFF GROVE,SERANGOON GARDEN ESTATE,27 CARDIFF GROVE SERANGOON GARDEN ESTATE SINGAPORE 558893,558893,31700.5173233841,37879.0322754737,1.35883880396032,103.866570178023,103.866570178023,Serangoon
1309,SERANGOON GARDEN ESTATE,26,BRIDPORT AVENUE,SERANGOON GARDEN ESTATE,26 BRIDPORT AVENUE SERANGOON GARDEN ESTATE SINGAPORE 559316,559316,31528.0055858148,38724.9031039793,1.3664885778908,103.865020145925,103.865020145925,Serangoon
1310,DBS GREAT WORLD CITY,1,KIM SENG PROMENADE,DBS GREAT WORLD CITY,1 KIM SENG PROMENADE DBS GREAT WORLD CITY SINGAPORE 237994,237994,27850.567604675,30651.519085262,1.2934759620704,103.831975865363,103.831975865363,Great World
1311,DBS GREAT WORLD CITY BRANCH,1,KIM SENG PROMENADE,DBS GREAT WORLD CITY BRANCH,1 KIM SENG PROMENADE DBS GREAT WORLD CITY BRANCH SINGAPORE 237994,237994,27850.567604675,30651.519085262,1.2934759620704,103.831975865363,103.831975865363,Great World
1312,GREAT WORLD CITY,1,KIM SENG PROMENADE,GREAT WORLD CITY,1 KIM SENG PROMENADE GREAT WORLD CITY SINGAPORE 237994,237994,27855.7183074635,30645.6325677894,1.29342272650003,103.832022146655,103.832022146655,Great World
1313,UOB GREAT WORLD CITY,1,KIM SENG PROMENADE,UOB GREAT WORLD CITY,1 KIM SENG PROMENADE UOB GREAT WORLD CITY SINGAPORE 237994,237994,27850.567604675,30651.519085262,1.2934759620704,103.831975865363,103.831975865363,Great World
1314,GREAT WORLD SERVICED APARTMENTS,2,KIM SENG WALK,GREAT WORLD SERVICED APARTMENTS,2 KIM SENG WALK GREAT WORLD SERVICED APARTMENTS SINGAPORE 239404,239404,27804.4767903257,30761.6071320567,1.29447155940788,103.831561719019,103.831561719019,Great World
1315,GREAT WORLD MRT STATION EXIT 1,,NIL,GREAT WORLD MRT STATION EXIT 1,GREAT WORLD MRT STATION EXIT 1,NIL,28065.445045569,30633.8817798104,1.2933164567796,103.833906630914,103.833906630914,Great World
1316,GREAT WORLD MRT STATION EXIT 2,,NIL,GREAT WORLD MRT STATION EXIT 2,GREAT WORLD MRT STATION EXIT 2,NIL,27920.6474608593,30584.1349259764,1.29286656367858,103.832605562977,103.832605562977,Great World
1317,GREAT WORLD MRT STATION (TE15),351,RIVER VALLEY ROAD,GREAT WORLD MRT STATION (TE15),351 RIVER VALLEY ROAD GREAT WORLD MRT STATION (TE15) SINGAPORE 238384,238384,28044.7678659763,30703.7324468214,1.29394816169384,103.833720837731,103.833720837731,Great World
1318,GREAT WORLD MRT STATION EXIT 3,,NIL,GREAT WORLD MRT STATION EXIT 3,GREAT WORLD MRT STATION EXIT 3,NIL,27934.8724143626,30690.6414530594,1.29382977130657,103.832733380004,103.832733380004,Great World
1319,GREAT WORLD MRT STATION EXIT 4,,NIL,GREAT WORLD MRT STATION EXIT 4,GREAT WORLD MRT STATION EXIT 4,NIL,27969.575414394,30933.9622630775,1.29603027921362,103.833045201077,103.833045201077,Great World
1320,DAMAI GROVE,612,PUNGGOL DRIVE,DAMAI GROVE,612 PUNGGOL DRIVE DAMAI GROVE SINGAPORE 820612,820612,36385.090772138,42940.2917501647,1.40461003085618,103.908665597491,103.908665597491,Damai
1321,DAMAI GROVE,613B,PUNGGOL DRIVE,DAMAI GROVE,613B PUNGGOL DRIVE DAMAI GROVE SINGAPORE 822613,822613,36341.9338637181,42903.4768015686,1.40427710253969,103.90827778637,103.90827778637,Damai
1322,DAMAI GROVE,613,PUNGGOL DRIVE,DAMAI GROVE,613 PUNGGOL DRIVE DAMAI GROVE SINGAPORE 820613,820613,36282.8454928724,42975.5435390081,1.40492886469942,103.907746849175,103.907746849175,Damai
1323,DAMAI GROVE,613C,PUNGGOL DRIVE,DAMAI GROVE,613C PUNGGOL DRIVE DAMAI GROVE SINGAPORE 823613,823613,36384.9034738541,42870.9817904141,1.40398321711595,103.908663894394,103.908663894394,Damai
1324,DAMAI GROVE,613A,PUNGGOL DRIVE,DAMAI GROVE,613A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821613,821613,36295.5544138756,42919.3336836826,1.40442051976244,103.907861033253,103.907861033253,Damai
1325,DAMAI GROVE,612B,PUNGGOL DRIVE,DAMAI GROVE,612B PUNGGOL DRIVE DAMAI GROVE SINGAPORE 822612,822612,36328.5075915009,42976.6196869016,1.40493858379942,103.908157161266,103.908157161266,Damai
1326,DAMAI GROVE,,NIL,DAMAI GROVE,DAMAI GROVE,NIL,36354.0766826216,42932.3941067811,1.40453861649553,103.908386907968,103.908386907968,Damai
1327,DAMAI GROVE,612A,PUNGGOL DRIVE,DAMAI GROVE,612A PUNGGOL DRIVE DAMAI GROVE SINGAPORE 821612,821612,36435.4099935442,42891.0084505007,1.40416431610712,103.909117742952,103.909117742952,Damai
1328,DAMAI GROVE,613D,PUNGGOL DRIVE,DAMAI GROVE,613D PUNGGOL DRIVE DAMAI GROVE SINGAPORE 824613,824613,36412.21836174,42853.4160082079,1.40382435066928,103.908909336084,103.908909336084,Damai
1329,DAMAI GROVE,612D,PUNGGOL DRIVE,DAMAI GROVE,612D PUNGGOL DRIVE DAMAI GROVE SINGAPORE 824612,824612,36269.1249855859,42953.1695059799,1.40472652611435,103.907623552659,103.907623552659,Damai
1330,TUKANG INNOVATION DRIVE,,TUKANG INNOVATION DRIVE,NIL,TUKANG INNOVATION DRIVE,NIL,14823.3975569983,33993.9764802318,1.32370202188935,103.71492382252,103.71492382252,Tukang
1331,TUKANG INNOVATION GROVE,,TUKANG INNOVATION GROVE,NIL,TUKANG INNOVATION GROVE,NIL,14434.3700706069,34072.4477240462,1.32441061807868,103.711424198462,103.711424198462,Tukang
1332,JALAN TUKANG,,JALAN TUKANG,NIL,JALAN TUKANG,NIL,14776.3059961258,34314.6005195139,1.32660064064224,103.714496271433,103.714496271433,Tukang
1333,JURONG WEST CENTRAL 1,,JURONG WEST CENTRAL 1,NIL,JURONG WEST CENTRAL 1,NIL,13772.3034788109,36080.111953513,1.3425666993232,103.705474193556,103.705474193556,Jurong West
1334,JURONG WEST AVENUE 1,,JURONG WEST AVENUE 1,NIL,JURONG WEST AVENUE 1,NIL,15534.0036587213,37023.0726266872,1.35109543746872,103.721303565646,103.721303565646,Jurong West
1335,JURONG WEST AVENUE 2,,JURONG WEST AVENUE 2,NIL,JURONG WEST AVENUE 2,NIL,14433.2189934116,37048.7976155886,1.35132850132219,103.711413856406,103.711413856406,Jurong West
1336,JURONG WEST CENTRAL 2,,JURONG WEST CENTRAL 2,NIL,JURONG WEST CENTRAL 2,NIL,13969.3178672679,35818.6866119583,1.34020303677348,103.707244524297,103.707244524297,Jurong West
1337,JURONG WEST STREET 22,,JURONG WEST STREET 22,NIL,JURONG WEST STREET 22,NIL,13844.3527066231,37357.8201548361,1.35412201806068,103.706121056054,103.706121056054,Jurong West
1338,JURONG WEST STREET 23,,JURONG WEST STREET 23,NIL,JURONG WEST STREET 23,NIL,14053.0931402858,37124.3621440769,1.35201276347967,103.707995536142,103.707995536142,Jurong West
1339,JURONG WEST STREET 24,,JURONG WEST STREET 24,NIL,JURONG WEST STREET 24,NIL,13933.6977497412,36924.9381974913,1.35020927806383,103.706927445974,103.706927445974,Jurong West
1340,JURONG WEST STREET 25,,JURONG WEST STREET 25,NIL,JURONG WEST STREET 25,NIL,13538.0337949382,37336.3654989955,1.35392788200929,103.703369124995,103.703369124995,Jurong West
1341,JURONG WEST STREET 26,,JURONG WEST STREET 26,NIL,JURONG WEST STREET 26,NIL,13763.6953538331,36822.3964742627,1.34927885936389,103.705394951036,103.705394951036,Jurong West
1342,JURONG WEST AVENUE 3,,JURONG WEST AVENUE 3,NIL,JURONG WEST AVENUE 3,NIL,13547.5132896788,37004.2658136319,1.35092446463574,103.70345393935,103.70345393935,Jurong West
1343,BOON LAY AVENUE,,BOON LAY AVENUE,NIL,BOON LAY AVENUE,NIL,14316.8667642125,36575.4938543048,1.34704786197086,103.710367402221,103.710367402221,Boon Lay
1344,BOON LAY PLACE,,BOON LAY PLACE,NIL,BOON LAY PLACE,NIL,14581.299948765,36567.5672023839,1.34697560899783,103.712743339136,103.712743339136,Boon Lay
1345,JALAN BOON LAY,,JALAN BOON LAY,NIL,JALAN BOON LAY,NIL,14145.8113058854,35132.0692697516,1.33399719118218,103.708831842599,103.708831842599,Boon Lay
1346,BOON LAY DRIVE,,BOON LAY DRIVE,NIL,BOON LAY DRIVE,NIL,14555.5976634261,36182.2425674756,1.34349197849167,103.712514599563,103.712514599563,Boon Lay
1347,BOON LAY WAY,,BOON LAY WAY,NIL,BOON LAY WAY,NIL,16216.6234867908,36277.264712302,1.34435090731043,103.727437818525,103.727437818525,Boon Lay
1348,SHELL BOON LAY,2,BOON LAY AVENUE,SHELL BOON LAY,2 BOON LAY AVENUE SHELL BOON LAY SINGAPORE 649960,649960,14029.8345182538,36234.1255106535,1.34395983553427,103.707788246958,103.707788246958,Boon Lay
1349,DBS BOON LAY BRANCH,10,BOON LAY PLACE,DBS BOON LAY BRANCH,10 BOON LAY PLACE DBS BOON LAY BRANCH SINGAPORE 649882,649882,14429.6022124095,36716.588514464,1.34832323269244,103.711380177604,103.711380177604,Boon Lay
1350,BOON LAY COMMUNITY CLUB,10,BOON LAY PLACE,BOON LAY COMMUNITY CLUB,10 BOON LAY PLACE BOON LAY COMMUNITY CLUB SINGAPORE 649882,649882,14429.7627840638,36719.4561335091,1.34834916643319,103.711381619147,103.711381619147,Boon Lay
1351,BOON LAY SECONDARY SCHOOL,11,JURONG WEST STREET 65,BOON LAY SECONDARY SCHOOL,11 JURONG WEST STREET 65 BOON LAY SECONDARY SCHOOL SINGAPORE 648354,648354,13373.5768683841,36097.304205548,1.34272216334333,103.701891453912,103.701891453912,Boon Lay
1352,BOON LAY GREEN,174,BOON LAY DRIVE,BOON LAY GREEN,174 BOON LAY DRIVE BOON LAY GREEN SINGAPORE 640174,640174,14207.7730026236,36487.3164377492,1.34624968110858,103.709387013109,103.709387013109,Boon Lay
1353,JOO KOON CIRCLE,,JOO KOON CIRCLE,NIL,JOO KOON CIRCLE,NIL,10168.8862053536,34031.4137683676,1.32403743528329,103.673098238308,103.673098238308,Joo Koon
1354,JOO KOON CRESCENT,,JOO KOON CRESCENT,NIL,JOO KOON CRESCENT,NIL,10100.7706611989,34595.8111502503,1.32914141660433,103.672483469955,103.672483469955,Joo Koon
1355,JOO KOON WAY,,JOO KOON WAY,NIL,JOO KOON WAY,NIL,9809.7828768297,34125.7016041537,1.32488981906511,103.669869897202,103.669869897202,Joo Koon
1356,JOO KOON ROAD,,JOO KOON ROAD,NIL,JOO KOON ROAD,NIL,10076.4272499689,34223.1729570625,1.32577146803685,103.672265799075,103.672265799075,Joo Koon
1357,JOO KOON BUS INTERCHANGE,1,JOO KOON CIRCLE,JOO KOON BUS INTERCHANGE,1 JOO KOON CIRCLE JOO KOON BUS INTERCHANGE SINGAPORE 629117,629117,10745.6821912164,34376.8732823133,1.3271618610269,103.678279283036,103.678279283036,Joo Koon
1358,UOB JOO KOON BUS INTERCHANGE,1,JOO KOON CIRCLE,UOB JOO KOON BUS INTERCHANGE,1 JOO KOON CIRCLE UOB JOO KOON BUS INTERCHANGE SINGAPORE 629117,629117,10760.2804094953,34206.1198119186,1.32561764102293,103.678410551563,103.678410551563,Joo Koon
1359,OCBC JOO KOON BUS INTERCHANGE,55,BENOI ROAD,OCBC JOO KOON BUS INTERCHANGE,55 BENOI ROAD OCBC JOO KOON BUS INTERCHANGE SINGAPORE 629907,629907,10760.2804094953,34206.1198119186,1.32561764102293,103.678410551563,103.678410551563,Joo Koon
1360,UOB JOO KOON MRT STATION,91,JOO KOON CIRCLE,UOB JOO KOON MRT STATION,91 JOO KOON CIRCLE UOB JOO KOON MRT STATION SINGAPORE 629116,629116,10741.3165491214,34435.2059826776,1.32768939690059,103.678240022629,103.678240022629,Joo Koon
1361,OCBC JOO KOON MRT STATION,91,JOO KOON CIRCLE,OCBC JOO KOON MRT STATION,91 JOO KOON CIRCLE OCBC JOO KOON MRT STATION SINGAPORE 629116,629116,10753.0594976917,34434.836410597,1.32768606129235,103.678345539289,103.678345539289,Joo Koon
1362,JOO KOON MRT STATION (EW29),91,JOO KOON CIRCLE,JOO KOON MRT STATION (EW29),91 JOO KOON CIRCLE JOO KOON MRT STATION (EW29) SINGAPORE 629116,629116,10756.3379743481,34438.2617777772,1.3277170408447,103.678374996165,103.678374996165,Joo Koon
1363,SOMERSET BENCOOLEN SINGAPORE,51,BENCOOLEN STREET,SOMERSET BENCOOLEN SINGAPORE,51 BENCOOLEN STREET SOMERSET BENCOOLEN SINGAPORE SINGAPORE 189630,189630,29896.1326990714,31303.677511828,1.29937379615615,103.850356180598,103.850356180598,Somerset
1364,SOMERSET MRT STATION,1,SOMERSET ROAD,SOMERSET MRT STATION,1 SOMERSET ROAD SOMERSET MRT STATION SINGAPORE 238162,238162,28649.912577102,31400.8761193641,1.30025287710542,103.839158336848,103.839158336848,Somerset
1365,SOMERSET MRT STATION (NS23),1,SOMERSET ROAD,SOMERSET MRT STATION (NS23),1 SOMERSET ROAD SOMERSET MRT STATION (NS23) SINGAPORE 238162,238162,28641.8346576076,31402.1245223526,1.30026416739006,103.839085753124,103.839085753124,Somerset
1366,SOMERSET MRT STATION EXIT A,,NIL,SOMERSET MRT STATION EXIT A,SOMERSET MRT STATION EXIT A,NIL,28563.9188441904,31376.4461940788,1.30003194313604,103.838385643936,103.838385643936,Somerset
1367,SOMERSET MRT STATION EXIT B,,NIL,SOMERSET MRT STATION EXIT B,SOMERSET MRT STATION EXIT B,NIL,28571.6105139442,31459.6851469874,1.30078472678277,103.838454758569,103.838454758569,Somerset
1368,SOMERSET MRT STATION EXIT C,,NIL,SOMERSET MRT STATION EXIT C,SOMERSET MRT STATION EXIT C,NIL,28606.0064150132,31422.6434003897,1.3004497336171,103.838763820601,103.838763820601,Somerset
1369,SOMERSET MRT STATION EXIT D,,NIL,SOMERSET MRT STATION EXIT D,SOMERSET MRT STATION EXIT D,NIL,28715.147255525,31400.8152201809,1.30025232492516,103.839744499851,103.839744499851,Somerset
1370,SOMERSET SKATE PARK,,NIL,SOMERSET SKATE PARK,SOMERSET SKATE PARK,NIL,28584.8032081313,31373.8110936843,1.30000811183077,103.838573299299,103.838573299299,Somerset
1371,HILLVIEW 128,124,HILLVIEW AVENUE,HILLVIEW 128,124 HILLVIEW AVENUE HILLVIEW 128 SINGAPORE 669611,669611,19970.1508506741,37684.6126620937,1.35707968895277,103.76116513308,103.76116513308,Hillview
1372,HILLVIEW 128,128,HILLVIEW AVENUE,HILLVIEW 128,128 HILLVIEW AVENUE HILLVIEW 128 SINGAPORE 669595,669595,19935.1442627665,37700.8982599285,1.35722696051582,103.760850571779,103.760850571779,Hillview
1373,HILLVIEW 128,126,HILLVIEW AVENUE,HILLVIEW 128,126 HILLVIEW AVENUE HILLVIEW 128 SINGAPORE 669612,669612,19947.6778110713,37665.7460830193,1.35690906039691,103.760963203302,103.760963203302,Hillview
1374,HILLVIEW 128,,NIL,HILLVIEW 128,HILLVIEW 128,NIL,19947.30569648,37679.718298858,1.35703541993848,103.760959855855,103.760959855855,Hillview
1375,HILLVIEW APARTMENTS,71,HILLVIEW AVENUE,HILLVIEW APARTMENTS,71 HILLVIEW AVENUE HILLVIEW APARTMENTS SINGAPORE 669570,669570,20128.4698701426,37566.9218123462,1.3560153779275,103.762587763182,103.762587763182,Hillview
1376,HILLVIEW APARTMENTS,,NIL,HILLVIEW APARTMENTS,HILLVIEW APARTMENTS,NIL,20127.7675621165,37568.1453653201,1.35602644311081,103.76258145217,103.76258145217,Hillview
1377,HILLVIEW BUILDING,48,HILLVIEW TERRACE,HILLVIEW BUILDING,48 HILLVIEW TERRACE HILLVIEW BUILDING SINGAPORE 669269,669269,19594.2381717209,37234.2806666661,1.35300694648761,103.757787439927,103.757787439927,Hillview
1378,HILLVIEW CAMP,208,GOMBAK DRIVE,HILLVIEW CAMP,208 GOMBAK DRIVE HILLVIEW CAMP SINGAPORE 669643,669643,19920.9175537191,39364.1384938266,1.37226869582154,103.760722284455,103.760722284455,Hillview
1379,HILLVIEW CAMP,206,GOMBAK DRIVE,HILLVIEW CAMP,206 GOMBAK DRIVE HILLVIEW CAMP SINGAPORE 669641,669641,19920.9176142551,39364.1384938266,1.37226869582157,103.760722284999,103.760722284999,Hillview
1380,HILLVIEW CAMP,204,GOMBAK DRIVE,HILLVIEW CAMP,204 GOMBAK DRIVE HILLVIEW CAMP SINGAPORE 669640,669640,19920.9176142551,39364.1384938266,1.37226869582157,103.760722284999,103.760722284999,Hillview
1381,OLD UPPER THOMSON ROAD,,OLD UPPER THOMSON ROAD,NIL,OLD UPPER THOMSON ROAD,NIL,27371.8381663409,39120.8099982076,1.37007517956729,103.827677980584,103.827677980584,Upper Thomson
1382,UPPER THOMSON ROAD,,UPPER THOMSON ROAD,NIL,UPPER THOMSON ROAD,NIL,27452.3149541229,39697.1224969894,1.37528068931523,103.828397257164,103.828397257164,Upper Thomson
1383,UPPER THOMSON MRT STATION (TE8),1,JALAN KELI,UPPER THOMSON MRT STATION (TE8),1 JALAN KELI UPPER THOMSON MRT STATION (TE8) SINGAPORE 577937,577937,27953.2465030747,37390.003691975,1.35441643365401,103.832898468504,103.832898468504,Upper Thomson
1384,CHERIE HEARTS @ UPPER THOMSON PTE. LTD.,6,TAGORE DRIVE,CHERIE HEARTS @ UPPER THOMSON PTE. LTD.,6 TAGORE DRIVE CHERIE HEARTS @ UPPER THOMSON PTE. LTD. SINGAPORE 787623,787623,27268.168889829,40942.0359078012,1.3865397351095,103.826742515429,103.826742515429,Upper Thomson
1385,MINDCHAMPS PRESCHOOL @ UPPER THOMSON PTE. LIMITED,9,TAGORE LANE,MINDCHAMPS PRESCHOOL @ UPPER THOMSON PTE. LIMITED,9 TAGORE LANE MINDCHAMPS PRESCHOOL @ UPPER THOMSON PTE. LIMITED SINGAPORE 787472,787472,27187.9833105812,40617.0687856413,1.38360084678402,103.826021995569,103.826021995569,Upper Thomson
1386,UPPER THOMSON MRT STATION EXIT 1,,NIL,UPPER THOMSON MRT STATION EXIT 1,UPPER THOMSON MRT STATION EXIT 1,NIL,27822.2158567384,37431.2798689585,1.35478972020463,103.831721073185,103.831721073185,Upper Thomson
1387,SHELL UPPER THOMSON MANDAI,1200,UPPER THOMSON ROAD,SHELL UPPER THOMSON MANDAI,1200 UPPER THOMSON ROAD SHELL UPPER THOMSON MANDAI SINGAPORE 787124,787124,26278.5535905706,42420.4850463513,1.39991025627213,103.817849976558,103.817849976558,Upper Thomson
1388,UPPER THOMSON ROAD 14KM,,NIL,UPPER THOMSON ROAD 14KM,UPPER THOMSON ROAD 14KM,NIL,26340.3475862117,41626.4451736975,1.39272924871518,103.818405291369,103.818405291369,Upper Thomson
